Author,Title,Content
Annika Kim Constantino,U.S. will again offer free at-home Covid tests starting Monday,"The Biden administration on Wednesday said it will resume offering free at-home Covid tests to American households Monday as the virus gains a stronger foothold nationwide. 
Americans will soon be able to use COVIDtests.gov to request four free tests, the administration said in a release. 
The government had offered free test kits through that website since January 2022, but the site stopped taking orders June 1 of this year to conserve supplies of the tests. 
The government is relaunching the program in time for the fall and winter when the virus typically spreads at higher levels. Covid hospitalizations have already increased for eight straight weeks — an uptick primarily driven by newer strains of the virus.
But the Biden administration noted that the at-home tests set to be delivered will detect currently circulating Covid variants. The kits are intended for use through the end of 2023 and will come with instructions for how people can verify if a test’s expiration date has been extended, the administration added.
Testing is a critical tool for protection as Covid infections climb again. But lab PCR tests — the traditional method of detecting Covid — have become more expensive and less accessible for some Americans since the U.S. government ended the public health emergency in May. 
The end of that declaration also changed how public and private insurers cover at-home tests, potentially leaving some people unable to get those tests for free through their plans. But certain local health clinics and community sites still offer at-home tests to the public at no cost. 
Also on Wednesday, the Biden administration said it will provide $600 million to strengthen manufacturing capacity at 12 Covid test manufacturers across the country. The administration expects to secure about 200 million tests from those companies. 
“These critical investments will strengthen our nation’s production levels of domestic at-home COVID-19 rapid tests and help mitigate the spread of the virus,” Health and Human Services Secretary Xavier Becerra said in a statement."
Lillian Rizzo,"Hollywood studios, writers near agreement to end strike, hope to finalize deal Thursday, sources say","Writers and producers are near an agreement to end the Writers Guild of America strike after meeting face-to-face on Wednesday, people close to the negotiations told CNBC’s David Faber on Wednesday.
The two sides met and hope to finalize a deal Thursday, the sources said. While optimistic, the people told Faber, however, that if a deal is not reached the strike could last through the end of the year.
On Wednesday evening, the WGA and the Alliance of Motion Picture and Television Producers released a joint statement that the two groups met for bargaining and would negotiate again on Thursday. The sides are set to reconvene at 9 a.m. PT on Thursday, Faber reported. Representatives for the organizations didn’t respond to requests for further comment.
WGA members have been on strike for more than 100 days — with actors joining the picket line in July — leaving Hollywood production of TV shows and movies at a standstill. Production has been halted for several high-profile shows and films, including Netflix’s
“Stranger Things,” Disney
and Marvel’s “Blade,” and Paramount’s “Evil.”
Earlier in the week, the writers’ union said it would resume negotiations with the studios.
This appears to be the closest the two sides have come to a resolution since the more than 11,000 film and TV writers went on strike beginning May 2. They have argued their compensation doesn’t match the revenue that’s been generated during the streaming era.
Beyond higher compensation, the WGA has been pushing for new rules that would require studios to staff TV shows with a certain number of writers for a certain period. The writers are also seeking compensation throughout the process of preproduction, production and postproduction. As of now, writers are often expected to provide revisions or come up with new material without being paid.
In late August, the AMPTP went public with its latest proposal to the WGA at the time and tensions between the two groups appeared to remain high.
Discussions between the studios and writers have included sit-down conversations with top media brass, including Warner Bros. Discovery
CEO David Zaslav, Disney’s Bob Iger, Netflix co-CEO Ted Sarandos and NBCUniversal
film head Donna Langley.
The strikes have weighed on these media companies as they grapple with making streaming profitable and getting people back in theaters.
Warner Bros. Discovery — the owner of a TV and film studio, as well as the largest portfolio of pay TV networks — warned investors of the effects of the strikes earlier this month when it adjusted its earnings expectations. The company said it now expects that its adjusted earnings before interest, taxes, depreciation and amortization will take a hit of $300 million to $500 million, with a full-year range of $10.5 billion to $11 billion.
At a conference earlier this month, Zaslav called for an end to the writers and actors strikes.
“We need to do everything we can to get people back to work,” Zaslav said at the investors’ conference. “We really have to focus as an industry, and we are, on trying to get this resolved in a way that’s really fair.”
Disclosure: Comcast is the parent company of NBCUniversal and CNBC. NBCUniversal is a member of the Alliance of Motion Picture and Television Producers."
Amelia Lucas,Olive Garden parent Darden Restaurants beats earnings estimates,"In this article
Darden Restaurants
on Thursday reported earnings and revenue that topped analysts’ expectations for its first quarter as the owner of Ruth’s Chris Steak House.
But some consumers are pulling back on their restaurant spending. Same-store sales for Darden’s fine dining segment fell more than expected as consumers earning at least $125,000 dined out less often. Casual dining chains Olive Garden and LongHorn Steakhouse saw customers order fewer alcoholic drinks and choose cheaper entrees.
“Overall, we think the consumer continues to be resilient, but they seem to be a little bit more selective,” CEO Rick Cardenas told analysts on the company’s conference call.
Shares of the company rose less than 1% in morning trading.
Here’s what the company reported for the quarter ended Aug. 27 compared with what Wall Street was expecting, based on a survey of analysts by LSEG, formerly known as Refinitiv:
Darden reported fiscal first-quarter net income of $194.5 million, or $1.59 per share, up from $193 million, or $1.56 per share, a year earlier.
Excluding its acquisition of Ruth’s Chris, integration costs related to the deal and other items, the restaurant company earned $1.78 per share from continuing operations.
Net sales rose 11.6% to $2.73 billion, fueled by menu prices that were about 6% higher than the year-ago period.
Darden’s same-store sales, excluding those of Ruth’s Chris, rose 5% in the quarter.
The company won’t include Ruth’s Chris in its same-store sales results until it has owned the steakhouse chain for 16 months. The $715 million acquisition was completed in mid-June.
Cardenas said that Darden is now expecting to “realize more synergies” than previously expected from the acquisition. About $10 million of the $35 million in cost-savings will be reinvested into the business.
LongHorn Steakhouse was the top performer in Darden’s portfolio this quarter. The chain reported same-store sales growth of 8.1%, topping StreetAccount estimates of 6.1%.
Olive Garden, which accounts for roughly 45% of Darden’s revenue, reported same-store sales growth of 6.1%, meeting expectations.
The Italian-inspired chain will bring back its popular Never Ending Pasta Bowl, starting Monday. Its loyalty members were able to use the promotion this week. But Darden executives said that they won’t lean into deep discounts to draw customers to restaurants.
Darden’s fine dining restaurants saw same-store sales shrink 2.8%, wider than expectations of a 1.8% decline. The segment includes The Capital Grille and Eddie V’s, but its same-store sales metric doesn’t yet include Ruth’s Chris.
Darden also reiterated its outlook for fiscal 2024. The company is forecasting net sales of $11.5 billion to $11.6 billion, same-store sales growth of 2.5% to 3.5%, and adjusted earnings per share from continuing operations of $8.55 to $8.85."
Gabrielle Fonrouge,"Adidas CEO says Kanye West didn’t mean antisemitic remarks, isn’t a bad person","In this article
Adidas
CEO Bjorn Gulden defended Ye, the artist formerly known as Kanye West, and said the rapper didn’t mean it when he made a series of antisemitic remarks.
In a conversation on philanthropist Nicolai Tangen’s podcast “In Good Company,” Gulden was asked about the retailer’s partnership with Ye and how its Yeezy collaboration fell apart. 
“He did some statements, which wasn’t that good and that caused Adi to break the contract and withdraw the product,” Gulden said on the program, which aired Sept. 12. 
“Very unfortunate because I don’t think he meant what he said and I don’t think he’s a bad person — it just came across that way,” he added.
Last fall, the German sneaker giant announced it was ending its highly lucrative partnership with Ye and pulling Yeezy products from its shelves after he made a series of widely criticized antisemitic remarks. 
“I’m a bit sleepy tonight but when I wake up I’m going death con 3 On JEWISH PEOPLE,” Ye wrote in a since deleted post on Oct. 9.
Following widespread public outcry, Adidas announced it had ended its relationship with Ye, stopped production of Yeezy-branded products and ended all payments to Ye and his companies. 
Foot Locker
and Gap
soon followed suit and announced they would pull Yeezy products from their stores.
Gulden, who was named CEO of Adidas about a month after the scandal unfolded, called the company’s breakup with Ye “very sad” because it meant that the retailer “lost that business,” which he described as one of the most successful collaborations in history. 
“You know when you work with third parties, that could happen and you know it’s part of the game. That can happen with an athlete, it can happen with an entertainer, so it’s part of the business,” said Gulden. 
Earlier in the show, Gulden called Ye “one of the most creative people in the world,” both in terms of music and street culture. 
Despite the public comments from its chief executive, an Adidas spokesperson told CNBC that the company’s position on Ye “has not changed.”
Adidas
CEO Bjorn Gulden defended Ye, the artist formerly known as Kanye West, and said the rapper didn’t mean it when he made a series of antisemitic remarks.
“Ending the partnership was appropriate,” the spokesperson said."
John Rosevear,"GM and Stellantis just laid off more than 2,000 workers because of UAW strike","In this article
General Motors
and Stellantis
said they have laid off additional workers because of consequences related to the United Auto Workers strike.
GM said in a statement Wednesday that it has halted production at its assembly plant in Fairfax, Kansas, because of a “shortage of critical stampings” that would have been supplied by its factory in Wentzville, Missouri, where workers went on strike last week. About 2,000 workers are affected.
Earlier Wednesday, Stellantis said it is laying off about 370 employees at three parts factories in Ohio and Indiana immediately due to “storage constraints,” also related to the strike. The plants make parts for Jeep vehicles built at the automaker’s Toledo Assembly Complex, where workers are also on strike.
UAW-represented workers walked out of the Wentzville and Toledo assembly plants, as well as a Ford Motor
factory in Wayne, Michigan, near Detroit, on Sep. 15, after the three automakers failed to reach a deal on a new contract with the union.
GM’s Fairfax Assembly plant builds the Chevrolet Malibu sedan and Cadillac XT4 crossover. GM said that because of the strike, the 2,000 workers laid off from Fairfax will not be eligible for the supplemental unemployment benefits that its laid-off employees would normally receive.
“We have said repeatedly that nobody wins in a strike,” GM said in a statement. “What happened to our Fairfax team members is a clear and immediate demonstration of that fact. We will continue to bargain in good faith with the union to reach an agreement as quickly as possible.”
Nearly 13,000 GM, Ford and Stellantis workers are on strike at the Wentzville, Toledo and Wayne plants. UAW President Shawn Fain said the union would announce more strikes Friday unless there is “serious progress” in negotiations."
Annika Kim Constantino,Covid shot rollout off to a bumpy start as some patients see insurance delays,"In this article
The rollout of a new round of Covid vaccines in the U.S. is off to a bumpy start as some patients report delays in health insurance coverage for the shots. 
Private insurance plans and government payers such as Medicare are required to cover the new jabs from Pfizer
and Moderna
, which became available late last week. U.S. regulators have recommended all Americans ages 6 months and up get the new round of vaccines. 
The Centers for Medicare & Medicaid Services, some private health-care providers and CVS
confirmed the temporary delays in coverage and emphasized that Americans can access Covid vaccines at no cost through insurance plans. They said the reason for the delays is that some insurers are still working to update their plans to include the new vaccines.
Dozens of posts on social media in recent days show some patients were charged anywhere between $125 and $190 for a shot at pharmacies. Others were told their insurance plans aren’t covering the new vaccines yet. 
The reports are fueling confusion among insured patients about whether they can still access Covid shots for free – even after public health officials have reassured them that they can — just as cases tick up across the country.
It also comes after a huge shift in how Covid vaccines are covered in the U.S.
The government is moving shots to the commercial market, which means manufacturers will sell their new jabs directly to health-care providers at more than $120 per dose. Previously, the federal government purchased Covid vaccines directly from manufacturers at a discount to distribute to all Americans for free.
A CMS spokesperson said the agency is “aware that some consumers have had difficulty accessing COVID-19 vaccines, including experiencing unexpected insurance coverage denials at the point of service.”
CMS has been in “close contact with the plans about these transitions for months,” and is reaching out again to ensure that their systems are “up-to-date and prepared to meet their obligations to provide coverage of Covid-19 vaccines for participants, beneficiaries, and enrollees,” according to the spokesperson. 
A spokesperson for CVS told CNBC that some payers “are still updating their systems and may not yet be set up to cover the updated COVID-19 vaccines.” They added that the company’s pharmacy teams can help patients schedule a vaccine appointment for a later date if their coverage is denied. 
Sarah Lindsey, an owner of a Florida-based jewelry store, called on her own insurer to add the new Covid shots to its formulary. 
“Any insured member trying to get it at a pharmacy is being told it’s not approved and will cost $155. There’s no excuse for this,” she wrote Monday in a post on X, formerly Twitter, tagging Florida Blue, a local Blue Cross Blue Shield insurer. 
A spokesperson for Florida Blue said a “small percentage” of patients experienced issues with coverage, but the insurer does cover the shots for most beneficiaries at no cost. Any insured patients who were charged for a Covid shot should contact their pharmacy for reimbursement or file a claim with Florida Blue.
Meanwhile, a spokesperson for health-care provider Elevance Health
urged pharmacies to resubmit Covid vaccine claims “so they can be processed at a $0 copay.” They added that they expect the delays in coverage to be resolved quickly.
The coverage missteps come amid concerns that a mix of pandemic fatigue, the belief that Covid is “over” and confusion over personal risk levels will hinder the uptake of the new vaccines, which are designed to target the omicron subvariant XBB.1.5. 
Only 17% of the U.S. population — around 56 million people — have received Pfizer’s and Moderna’s bivalent Covid boosters since they were approved last September, according to the Centers for Disease Control and Prevention. "
Stefan Sykes,Anheuser-Busch to stop cutting off Clydesdale horse tails after backlash,"In this article
Anheuser-Busch
InBev said it will no longer cut the tails of the iconic Clydesdale horses used in its signature Budweiser commercials and at events, following extended backlash from animal rights groups.
The beverage maker, which has seen sales suffer after criticism of its partnership with transgender activist Dylan Mulvaney, debuted its horse-drawn beer wagon nearly a century ago to celebrate the repeal of Prohibition of beer. The Clydesdale horses instantly became a hit with audiences and Anheuser-Busch has since used them in hundreds of appearances across the country each year for parades, television commercials and Super Bowl events.
However, the practice known as “docking,” which can involve cutting through a horse’s tailbone, has come under scrutiny. Anheuser-Busch on Wednesday said it has stopped cutting off tails.
“The practice of equine tail docking was discontinued earlier this year,” a spokesperson for the company said. “The safety and well-being of our beloved Clydesdales is our top priority.”
Tailbone amputation for cosmetic reasons is illegal in 10 states and multiple countries. The American Veterinary Medical Association has also condemned it.
People for the Ethical Treatment of Animals said an investigation it conducted found Budweiser horses had their tails docked for cosmetic reasons, and it decried the practice as “crude mutilation.” PETA said it found some representatives for Anheuser-Busch have said they trimmed the hairs on the tails rather than cut them off.
Earlier this month, an international coalition of animal protection organizations, including PETA, sent a letter to Anheuser-Busch urging the beer maker to end the practice. PETA even purchased stock in the company to voice concerns at shareholder meetings, in addition to protests and other actions the group took.
In a statement to CNBC, PETA said it’s celebrating the beer maker’s decision to stop cutting horse tails by “cracking open some cold ones.”
In addition to saying it would stop the practice, the company also announced a new partnership with American Humane, the world’s largest certifier of animal welfare practices."
Michael Wayland,"GM executive slams UAW over ‘flow of misinformation,’ rhetoric during strike","In this article
DETROIT – As the United Auto Workers union enters day six of targeted strikes against the Detroit automakers, General Motors
President Mark Reuss is criticizing union leadership for its rhetoric and “flow of misinformation” during the ongoing contract negotiations.
Reuss, in an editorial, focused on the union’s public bashing of the company and elements of GM’s “record” contract proposal last week that included 20% pay raises and improved time off, bonuses and other benefits over the four-year term of the deal.
“As the past has clearly shown, nobody wins in a strike,” Reuss said in a Wednesday column in the Detroit Free Press. “We have delivered a record offer. That is a fact. It rightly rewards our team members, while positioning the company for success in the future. Often in these situations, the clouds of rhetoric can obscure reality.”
The UAW hasn’t responded to the op-ed, as of Wednesday morning.
GM’s last offer was made Sept. 14, ahead of the union initiating a “Stand Up Strike” at one assembly plant each for GM, Ford Motor and Stellantis. UAW President Shawn Fain said Monday the strikes will expand at noon Friday unless “serious progress” is made in negotiations.
Currently on strike are roughly 12,700 UAW workers from GM’s midsize truck and full-size van plant in Wentzville, Missouri; Ford’s Ranger midsize pickup and Bronco SUV plant in Wayne, Michigan; and Stellantis’ Jeep Wrangler and Gladiator plant in Toledo, Ohio.
Reuss said GM’s offer, which the union countered, recognizes “the many contributions our represented team members make to our company — past, present and future.”
Under the deal, Reuss said about 85% of current represented employees would earn a base wage of approximately $82,000 a year. That’s compared with the average median household income in nine areas where GM has major assembly plants of $51,821, he said.
GM’s current proposal is estimated to cost between $700 million and $1.2 billion over the life of the deal, Wells Fargo’s Colin Langan said in a Sept. 15 investor note. If GM gave in to all the union’s demands, it would cost the company between $6 billion and $8 billion under the deal, Langan said Wednesday on CNBC’s “Squawk Box.”
“There’s a long way to go. We’re talking about fixed-costs, too. That’s the real pain point for the automakers,” Langan said, calling them “material numbers” for the companies.
Key demands from the union have included 40% hourly pay increases; a reduced, 32-hour workweek; a shift back to traditional pensions; the elimination of compensation tiers; and a restoration of cost-of-living adjustments. Other items on the table include enhanced retiree benefits and better vacation and family leave benefits.
Reuss said Wednesday that the union’s full demands would be “untenable,” or unsustainable, for the company.
“If we don’t continue to invest, we will lose ground — quickly. Our competitors across the country and around the world, most of whom are non-union, will waste no time seizing the opportunity we would be handing them,” he said.
Reuss’ comments are the latest by automotive executives as the UAW takes a strategically aggressive approach during the talks, showing little leeway in its demands.
Late Monday, Ford released a lengthy statement fact-checking comments made by Fain, including auto worker wages, company profits and stock buybacks.
It followed Ford CEO Jim Farley last week saying the company would have “gone bankrupt by now” under the union’s current proposals. He’s also criticized Fain for his approach to bargaining.
“We’ve never seen anything like this; it’s frustrating,” Farley told CNBC’s Phil LeBeau last week ahead of the strikes. “I don’t know what Shawn Fain is doing, but he’s not negotiating this contract with us, as it expires.”"
Stefan Sykes,Philip Morris weighs options for pharmaceuticals unit to boost health care,"In this article
Philip Morris International
is considering selling off a stake in its largest pharmaceuticals unit.
The tobacco company, which makes Marlboro cigarettes, made inroads into the health care and wellness space in 2021 with the acquisition of Vectura, a U.K.-based pharmaceutical company that makes inhaled medicines and inhaler devices.
But more recently, the division has struggled, and Philip Morris has had talks with Deutsche Bank on a range of options to try to grow its wellness and health-care division, The Wall Street Journal first reported.
The company has been looking for a new partner to help boost Vectura, and it’s contemplating different options including a licensing or royalties deal, a commercial partnership or a sale of a majority or minority stake in the business.
In recent years, Philip Morris has also acquired Fertin Pharma, a nicotine gum maker, and OtiTopic, a respiratory drugmaker.
The three deals, which together totaled more than $2 billion, were part of the company’s broader, long-term pivot toward developing smoke-free products and medicines aimed at treating respiratory diseases commonly associated with cigarette smoking.
The acquisitions, however, triggered backlash from the public health sector. In the second quarter of this year, the company took a $680 million impairment charge related to its wellness and health-care division.
At the time of the Vectura deal, Philip Morris said the acquisition would grow its “Beyond Nicotine” business and help the division achieve its goal of generating at least $1 billion in net revenues from these products by 2025. Following the setbacks, Philip Morris walked back on that goal and said it would begin reducing its investments in the division.
The company, in its Q2 earnings call, said it nevertheless will “remain committed to developing” its wellness and health-care business and it plans to “accelerate Vectura’s growth and will be exploring potential partnerships.”
The news comes as the tobacco company continues to face resistance from public health groups. This week, Philip Morris had its CEO removed from the lineup at the Concordia Annual Summit, a side event to the United Nations General Assembly meeting held in New York every September, after health experts refused to speak at the conference in protest against his appearance.
Concordia also rescinded Philip Morris’ membership in the conference effective immediately."
Melissa Repko,"Walmart opens pet center with veterinary care and grooming, signaling bigger ambitions","In this article
Walmart
is opening a dedicated pet services center, signaling it wants to be a place that customers turn to for veterinarian visits and dog grooming appointments along with grocery runs.
On Wednesday, the retailer is opening a first-of-its-kind center in Dallas, Georgia, a suburb about 30 miles northwest of Atlanta.
With the move, the nation’s biggest grocer is building on its traditional pet business. It has sold pet items for decades, including Ol’ Roy, its private label dog food that’s named after Walmart founder Sam Walton’s English setter.
Yet with the new facility, Walmart will dip its toe into a more lucrative part of the pet industry: health care and other services. The company already stocks top pet medications at its Walmart pharmacies.
Walmart’s pet services center will have its own dedicated entrance next to a store. It will carry the Walmart name, but employees of vet care and pet product company PetIQ will staff it. PetIQ has rented space for vet clinics inside more than 65 Walmart stores, after opening its first one in 2016.
The Georgia location will serve as a pilot, but Walmart plans to open more locations, said Kaitlyn Shadiow, vice president of merchandising for pets for Walmart U.S. She declined to say how many pet shops it may ultimately have but said Walmart plans to open more next year, if not sooner.
“We know pet services is an important need for our customers and we want to be able to provide that all in one place,” she said. She cited a Morgan Stanley study that found that about 40% of total pet industry revenue is driven by services.
As Americans treat their dogs, cats and other animals like family members, more retailers have chased the expanding pool of dollars consumers are spending on vet bills or fashion-forward leashes or other accessories.
Those include Kohl’s
, which has started to devote space to pet items in some stores, and Lowe’s
, which announced it is expanding mini Petco Health and Wellness
shops and mobile vet services to more stores after testing the concept.
Consumers in the U.S. spent $136.8 billion on pets last year, according to industry group American Pet Products Association. That huge market includes a long list of expenses, such as food and treats, boarding, dog walking and veterinary care. After pet food and treats, vet care and products are the second-biggest driver of the industry — tallying up to $35.9 billion last year, according to APPA.
As the Covid-induced pet boom recedes and consumers buy fewer pet toys and supplies, Chewy
and Petco have both looked to pet health care to drive their futures — especially as those pandemic pups and other pets grow up.
Retailers consider the pet space, much like items for kids, an attractive area because consumers are usually still willing to spend when their budgets are tight or the economy hits a rough patch, said Anna Andreeva, an analyst for Needham & Company who covers consumer and e-commerce companies including pet specialty retailers.
Yet in the past few months, she said, cracks have emerged in that theory. Petco, Chewy and General Mills
, the maker of dog food Blue Buffalo, have warned that some pet owners are becoming more price-sensitive and even trading down to cheaper pet food as they deal with inflation.
For Walmart, that cost-conscious mentality could bring a competitive advantage — much like the one its grocery business has enjoyed over the last year due to its low-price reputation.
At the pet services center, Walmart will offer a range of vet and grooming services, including wellness exams, nail trims, teeth cleaning, hair cuts and more. The services range in price, from $15 nail trims to $25 rabies shots to $97 for a vital package. That visit includes a physical exam, several vaccines and a parasite screening.
The pet store will provide vet services for dogs and cats. Grooming is available for dogs. Walmart said it has no plans now to add other animals.
Along with opening the center, Walmart started rolling out a new offering this week that can automate customers’ frequent orders, including pet food and supplies. The subscription-based approach, which requires no fee, rips a page from the playbook of direct-to-consumer pet specialty retailer, Chewy. The company has grown its business with the help of Autoship, which allows customers who set up repeat deliveries of items to get a discount.
The company’s membership program, Walmart+, has also gotten some pet-related perks, including a free one-year membership to pet telehealth service Pawp.
Yet as it moves further into the pet space, Walmart will have to prove it can gain traction in a new business. The company has made a similar push to offer lower-priced doctor, dentist and therapy appointments to people through Walmart Health. It opened its first health clinic in 2019 in the same store in Dallas, Georgia, where it will now test pet services.
The clinics speak to the challenge of entering a new business. Walmart’s health clinics have opened slowly, and the expansion effort has been complicated by frequent turnover of top leadership.
By the end of 2023, Walmart expects to have a total of 48 health centers in Georgia, Arkansas, Illinois, Texas and Florida — only about 1% of Walmart’s more than 4,500 U.S. locations.
With the proximity of Walmart’s pet service center to its store, the retailer will try to nudge customers to other purchases, as well. The pet center will have a small amount of retail space, where Walmart initially plans to sell its own private label pet brands.
And while only service pets are allowed inside Walmart stores, customers who drop off a pet for a vet visit or grooming service can leave their dog at the kennel overseen by PetIQ employees while they swing into the store for groceries and other items, Shadiow said."
